100000 500000
41780 87640 11
24205 81559 16
54501 7409 18
55349 72872 10
50700 62809 1
10591 90296 2
16917 50044 17
39112 32041 14
51363 33341 8
42736 33996 4
80621 80281 9
25561 75930 13
72430 33239 13
2587 41763 3
39547 36085 9
45533 25049 13
40073 76723 16
32187 51139 13
23486 44910 3
90000 47987 1
34622 34476 3
33922 64874 10
38366 45799 12
82102 53889 8
24036 35968 19
34824 82151 13
90442 73685 8
89584 98997 16
55605 34346 5
67719 87168 20
12890 20517 17
24088 48136 6
71394 44529 2
97194 64651 1
35097 31480 18
83539 94717 14
60099 91234 8
50763 53961 1
66155 37309 15
33389 49510 6
10816 41864 10
96682 77023 3
17578 2525 10
27788 39651 9
36058 70998 18
23148 9033 17
21815 95196 18
385 40846 2
96509 10357 5
70706 48308 4
24541 16310 2
7681 15156 11
90782 36992 12
29803 75274 5
89469 61970 5
94695 33273 17
17998 80212 14
93657 70291 13
821 16822 10
18306 61961 19
9605 33237 13
24083 18171 18
32667 68149 13
20393 19085 7
92540 5997 5
33748 55388 5
31916 52138 2
2875 50872 1
91675 33301 14
98917 31787 12
44492 94386 9
60845 89267 10
67764 42001 13
10 91819 19
5256 80288 19
84551 2300 7
84305 75886 15
79846 75960 14
51195 56390 2
30431 37036 15
87782 23694 20
51009 70009 14
81199 79724 15
86572 18031 19
48728 68754 4
20727 81375 10
94299 83278 12
56461 4766 10
74624 29210 9
82055 72620 20
80754 89155 16
16196 54206 3
85411 21021 14
3571 73979 2
13330 11361 7
4799 84421 16
69532 76988 12
86783 36362 6
17226 5672 6
1399 68394 9
59251 31885 15
53494 61521 15
14252 93225 16
64087 87865 3
82948 74419 9
56772 79698 12
99388 64673 8
63798 29782 19
13815 43679 9
29856 23850 10
86904 55858 15
26724 6619 5
94787 83003 3
57119 73125 4
26710 71793 13
33011 63021 16
23434 3657 4
31068 15413 14
53852 78857 3
51290 99880 16
75151 64427 18
93244 90195 10
33964 15854 2
47613 23301 14
30574 53782 10
68418 83162 6
31010 76363 9
30232 49100 13
91893 97215 14
79567 71155 15
53166 62270 6
54046 77904 12
97254 66631 10
47265 38826 1
33487 84786 17
78728 73841 10
29215 86030 15
22960 81197 8
6348 77753 11
79046 45465 10
89432 45098 12
77990 88724 9
57911 84612 5
58406 94275 6
28569 26724 10
19524 73431 9
85009 47408 19
33189 4977 7
3930 61629 18
74724 72215 14
38071 52882 20
20675 9618 16
6452 97953 15
85684 87799 1
26191 65718 3
24613 51480 8
30823 93887 5
73247 19239 20
24150 41943 3
27087 38898 1
12356 64572 20
61249 40409 13
63130 32025 2
36763 41873 12
26213 14736 11
62303 58479 17
53437 59402 18
51697 9680 14
39921 24585 2
23810 70338 1
21036 28402 10
95075 63177 18
27866 62838 5
1264 91947 10
86254 3179 20
98774 37355 4
9872 49171 19
7101 50811 4
27201 58567 9
27791 60562 11
94579 73149 6
46070 43996 7
64832 41727 15
10269 81642 17
50266 56374 2
1206 94380 3
61296 19117 20
90502 84571 8
74618 37001 14
57821 54657 18
49194 88005 5
40281 54006 7
41990 46220 19
40366 7572 5
57773 26998 9
55220 87411 19
54887 23967 1
20686 97069 12
7208 11330 10
70959 39412 9
93054 80200 13
32864 89877 2
63761 75304 14
63432 30352 19
38251 17879 8
61496 40156 19
79198 83260 1
51031 14485 12
34824 3206 10
87504 47300 9
20292 58347 17
45296 57536 20
44886 31376 5
68281 25449 14
13139 59707 8
21300 35590 16
29360 54980 14
51635 70940 14
14097 76162 2
59807 13450 18
11360 58152 15
40648 12586 11
21202 72017 13
61278 72898 19
22915 65024 10
70772 47519 19
76312 63235 5
53167 31973 14
37615 51713 10
62796 65286 13
30418 99596 16
80309 65016 7
73681 85400 20
77491 43524 3
66129 23555 10
1467 6445 6
69784 99715 9
4466 75902 20
7406 36563 11
44960 9336 19
8682 60646 18
66273 94252 18
50256 20070 6
16446 27901 10
92443 22392 5
83354 63977 5
87126 81469 14
26117 82540 19
50615 12147 18
10709 84575 8
55220 83297 2
49355 67475 3
53388 27382 17
21994 63328 20
48154 30137 8
15143 84430 18
73445 2338 17
51756 84841 17
36519 522 9
70830 98342 5
48361 62875 7
78122 46270 7
78743 94256 1
57495 59466 2
33190 68659 3
27384 8326 7
15786 30505 11
61880 97355 2
69179 74884 2
67924 25147 15
93593 46459 12
22328 62321 9
57807 86620 2
35874 49350 3
58699 2756 4
59109 91513 13
33131 14330 1
80686 33560 4
15263 1129 15
60066 26316 16
90981 68482 12
91587 76120 17
6621 29230 3
51578 36441 12
49092 58801 3
81926 87106 18
80245 18213 13
21057 36518 1
63279 72402 12
80287 61050 4
5752 85684 6
44535 33340 2
16389 65802 19
22663 79327 5
37632 71337 5
39520 43770 6
24093 51692 1
508 79170 17
50160 87203 18
66420 5805 10
64094 69019 2
14001 58611 1
42735 88921 8
9037 5874 3
61843 52072 20
16337 34378 17
27047 71895 5
65055 37474 19
24801 19232 18
22599 44960 19
94369 81698 8
73577 80728 8
73109 28980 14
27527 65610 4
39833 69565 17
14982 56097 3
6661 64517 6
78296 72537 2
17769 32097 15
4983 68119 5
49752 24088 17
79893 71790 18
11480 7839 7
82854 47878 12
90739 22995 6
78713 17523 11
97363 28382 5
28968 943 13
34268 35070 6
55259 73096 17
42533 33956 5
64555 86266 5
1745 84937 11
76344 60928 12
94309 86757 18
32285 95401 17
28866 85712 13
98687 61225 9
8760 95355 8
98640 82496 16
69410 95820 18
15067 39269 10
71088 80807 5
31388 14116 1
39311 66034 7
27909 90217 7
20670 20400 8
18305 54476 10
86733 20836 11
31304 29929 19
75585 86097 6
98917 84170 3
55713 74976 2
97994 77622 20
75574 93752 18
64215 1903 13
36350 51984 1
92782 14860 4
36619 35905 6
27072 49385 7
46468 40636 10
16311 46087 9
37282 72752 6
16490 9033 9
86913 85576 18
55524 40706 8
43866 35272 14
13443 3064 13
9128 43792 7
97554 58496 13
19682 92603 7
67829 83038 19
41041 11603 15
1183 54018 17
90692 23269 1
52383 8108 5
53727 28522 9
83111 87653 7
79846 16483 1
8926 37938 5
60860 63765 9
8338 51257 10
21325 14570 15
5427 30245 8
84386 32993 19
47474 78439 2
7156 25334 12
93027 57531 4
23801 20639 7
30940 3155 17
95064 34531 7
7844 57578 13
49303 74251 15
14893 82613 8
56435 61841 14
34377 91118 13
56184 22945 20
43560 30391 19
22878 17104 9
40340 52330 8
40399 47705 7
3659 33979 3
71741 19109 17
94067 92381 11
98068 56211 10
65162 95629 13
90349 7085 18
18162 25255 1
19676 13721 2
68537 51662 6
83162 26457 6
2067 64034 11
33073 56489 10
54081 19010 11
42334 51476 5
34475 92561 8
55072 20665 20
90565 79661 6
98415 72630 12
10808 9197 15
56970 35913 5
45464 17518 12
50139 7387 7
16947 84959 20
48709 14957 3
97210 53096 10
84457 25760 19
71268 45420 3
11069 10940 12
56647 68312 16
23781 6552 14
85510 22606 19
88205 35748 2
19079 38818 8
91592 6230 13
80529 65362 4
69971 24483 17
38269 26196 20
28425 43185 11
6582 81422 8
84886 75380 15
10614 29937 16
71875 49840 2
74691 69930 5
55619 28027 3
74609 61550 17
39097 42640 14
22318 95325 11
45006 29654 18
10890 48018 2
63369 54966 16
17211 10499 14
60266 4676 1
80061 78066 5
90463 18490 10
11798 49838 19
24064 76195 9
73820 86175 14
97756 18674 5
85781 82579 8
59635 24626 3
73220 64933 3
43020 33628 7
36688 48952 12
62951 8176 12
82085 8432 2
47187 59286 7
60357 10190 13
98458 19634 16
11242 40204 14
9233 44354 2
30135 62085 20
5530 81325 17
56893 5661 9
62395 7465 17
68287 76529 7
24386 72320 12
54898 84365 2
91129 11182 6
11676 42816 9
52498 75455 4
30086 79448 10
94816 72281 16
91506 64788 12
84347 25594 10
87729 57357 12
93095 60636 4
9791 55682 14
3060 54774 7
44431 52351 18
7057 65653 12
58507 88532 13
47069 44199 11
63548 22086 9
41219 36032 10
10606 37234 1
77122 92666 2
25201 56262 5
89001 59282 5
32606 32495 4
76959 88858 9
21334 87007 15
87650 7151 7
62928 3843 19
65323 38216 5
95672 5454 8
2813 69582 9
47247 70285 10
2670 19672 4
41172 60671 14
70802 17532 1
17439 84151 17
10129 61058 6
58583 15362 19
44872 99636 19
8338 9190 19
40751 34842 4
61298 36217 18
30204 8202 9
28638 94846 14
27880 68576 9
82033 96801 11
3099 70948 11
79690 97978 3
87956 35158 18
20423 42049 20
94200 91098 3
66084 21176 11
86162 33391 19
18435 44732 18
85708 91729 9
3824 63863 15
25501 23995 20
93333 64381 13
59877 7375 18
2049 91867 5
52100 54287 12
44180 21516 4
89648 35962 9
27080 43989 3
78814 66080 11
92404 56320 19
54104 69143 6
27077 78564 3
99471 89576 14
76016 10777 2
2690 62341 15
7060 35719 20
97196 76367 18
96051 94464 16
61815 36411 10
75332 88028 17
85325 37847 19
42042 64612 9
62147 27270 11
54564 48071 2
33758 40918 16
76813 70721 20
78293 96483 17
4971 1984 3
75114 66256 19
69131 82086 18
54273 1449 19
60865 54661 2
66246 18746 12
59851 38385 5
26053 71971 16
72802 39820 11
31286 85371 7
78424 95335 2
51967 74957 11
12018 90382 8
62293 12920 16
18422 85697 2
67622 77214 9
45478 59867 5
84338 55885 10
72060 17527 13
72569 9763 2
62303 31625 5
45181 19371 18
42936 78969 6
57441 27082 15
43742 39285 19
46699 64828 10
53245 95752 7
92799 67447 17
52639 43112 11
22184 69740 16
2866 26738 17
74727 27362 15
22275 24987 10
4539 75017 18
58902 88659 18
59502 78274 9
4700 77855 11
60842 37775 20
64838 66476 3
61796 25744 10
2678 98591 12
2233 50262 6
69396 85158 2
17230 92919 3
47477 93589 17
18539 19401 13
66322 50495 11
29300 10035 12
33056 52491 5
93016 75059 10
29819 87094 14
69250 40986 1
43387 2178 16
74085 5471 2
10324 33298 8
36833 96242 5
18911 5032 2
54395 70014 11
84676 42741 19
93531 9062 7
27273 18883 16
89051 26 2
81675 94190 20
30576 90608 19
24091 9832 17
49443 82952 4
93356 37195 18
59773 67608 17
61064 38166 4
42854 86680 16
7276 628 20
9545 10874 14
69988 77104 15
26862 9469 14
41441 78976 17
52498 70495 19
28893 29224 2
69571 24606 7
80957 543 1
6886 11699 7
17302 93074 12
87107 53970 11
16528 47752 12
22856 90892 10
47197 8966 17
66352 83319 18
21167 46050 16
14867 37466 20
59877 75896 10
31158 89304 19
14115 739 10
92410 91450 1
96348 68234 3
57556 97202 7
45913 90325 8
4546 92854 7
51459 82938 13
21456 6814 5
55916 72732 15
77582 48498 20
64971 56660 9
99833 90959 12
26405 21021 19
14697 93543 8
11771 90547 19
20556 78847 15
35677 14309 4
24273 48263 19
13491 96587 6
38811 11484 10
68662 60111 13
53147 87167 15
75713 59774 4
99550 45183 19
2529 30111 15
7698 31196 18
84018 62115 15
61004 20956 14
27583 18748 5
85753 85112 6
39530 16406 14
35237 81634 15
65424 24508 20
53333 20184 12
29526 45581 18
18304 51415 7
10572 64170 19
84491 8279 1
31352 20754 13
71385 77878 1
35268 48928 17
18824 14382 14
6735 17434 15
33147 77437 18
20463 47099 11
11458 90221 10
65703 33622 12
69206 3324 7
43143 7490 9
36523 54752 20
5046 89510 8
99650 51028 7
80653 98861 19
53470 72515 13
96680 13159 9
54328 31375 16
63160 91201 6
82308 95372 20
60113 88006 6
39000 37806 11
65259 72459 11
57744 34669 14
74658 36479 7
31335 72022 20
47060 54859 14
62055 21506 7
24378 9391 1
23354 69200 3
94180 61776 2
12573 95709 6
82397 37866 12
66876 25552 10
6388 41572 5
30866 15188 4
82764 7134 20
31029 80282 1
90440 92764 1
90787 29801 18
75227 394 10
61391 50697 11
25446 52310 2
92155 16778 7
67877 75268 7
80373 32321 1
21748 26222 14
46625 47488 5
33864 61796 1
39082 80164 10
9802 94191 5
36237 27204 15
1106 64219 14
89758 12165 9
24723 82547 5
53048 76975 11
78001 31906 13
97642 7605 10
38174 67483 4
68709 5518 2
26984 8090 11
99204 28409 7
32343 26654 19
36232 9668 1
72083 90931 19
55319 66844 12
49336 53336 18
86455 79166 11
20706 50512 14
44406 21656 2
2991 96188 12
97826 46348 15
14357 56504 13
11617 47758 14
65594 92806 10
29680 44176 5
29410 33756 14
91928 2584 7
42719 14978 10
60567 95872 11
57746 59663 16
88656 23637 7
13650 11022 16
82938 55680 6
71867 35123 19
22300 64792 15
62315 27488 11
35509 83352 9
11395 56728 12
5105 35846 7
20868 18678 12
43488 88386 2
63703 52255 4
27842 22874 10
64821 23010 10
46651 2376 17
87245 97404 8
4661 28025 4
9520 85543 3
51431 43734 15
33071 52860 8
70470 81054 15
8210 52209 6
74978 20562 16
21160 7372 15
85733 7695 17
37905 79809 18
40603 21591 16
1358 70761 19
55422 57919 3
67532 43965 3
21017 36447 6
60874 48711 8
83644 6830 14
56350 81129 4
32728 96464 18
49122 97212 19
54029 29645 3
66960 80311 16
83523 83337 9
61840 31780 4
12980 76681 17
70147 21403 19
92374 46989 2
80731 27863 16
76452 97496 10
5134 63105 1
82728 3745 2
93250 50461 16
72088 63670 19
44595 84439 4
90646 99444 16
68227 41034 3
87237 82625 2
58515 78944 4
96307 23803 9
72812 28607 19
21331 52636 8
37069 70283 7
11836 28311 15
94765 66852 16
8740 31120 5
36796 76110 8
30192 31725 18
70456 11524 8
68089 95501 17
97254 66581 4
78618 13387 12
10541 78628 11
39352 33573 18
22112 78910 20
28461 12011 13
44593 87268 1
38194 99377 15
53560 97365 14
73809 71195 17
53809 35804 3
56103 46121 18
81066 95472 6
20795 8282 10
29004 73571 16
69731 10579 16
67984 20381 3
47851 40090 19
87107 71820 12
44793 49819 19
40780 88179 14
48769 31080 20
12636 59467 20
77061 72693 10
83290 21695 6
62205 2567 6
74851 16847 18
80112 37564 15
15338 96500 15
49647 63075 13
91966 54293 13
85634 45332 11
82847 66913 2
55835 48952 3
47304 5285 3
44253 66144 18
82389 52135 6
1640 92349 1
43617 79807 20
41149 14777 2
4872 30542 1
27456 58431 5
62783 83837 4
5132 44641 19
92372 45514 1
57847 52689 8
65959 7408 14
10690 26660 10
44473 79364 8
52406 1658 1
62575 68801 9
19707 17668 17
4639 18430 10
7542 83611 12
6216 18939 4
37463 69774 16
93232 78863 10
798 53068 17
13467 83851 18
34125 9163 7
73902 21960 10
16426 27434 18
13467 82248 18
85988 89115 1
44693 60310 15
18184 36833 19
69167 36204 19
22106 41022 8
18537 803 2
4810 93392 2
43834 50657 18
50657 56203 20
53994 38262 12
18327 90548 9
8484 32019 11
10489 79603 10
85091 24364 18
51984 7649 1
87165 35344 19
48089 42990 10
36238 34696 16
69262 40687 20
661 86489 17
57726 11836 14
15643 92550 12
20712 34160 9
87458 95304 4
30570 63367 5
78590 54969 16
70453 10453 8
53127 2447 19
45047 34947 10
19013 99274 9
76707 70273 11
25697 17041 5
40822 53792 2
93691 41212 4
99937 58191 20
33510 50184 19
12035 13168 3
45437 7615 4
77869 19721 19
53908 95794 16
72537 4979 3
18065 22155 18
36120 82521 14
76451 53780 17
28020 95098 18
37071 20532 16
25820 56022 3
34866 35335 12
5781 17822 1
82044 81297 15
38922 67016 5
10487 41358 9
87621 17640 11
12988 13552 16
67711 34509 9
2759 42043 4
21833 81292 5
95709 16770 12
82587 15653 10
97057 56971 14
64483 64835 11
93610 49650 3
69910 56319 11
94229 28202 17
10282 9545 4
54372 22138 13
94723 52250 9
80571 5377 16
62462 63430 13
30223 84879 11
1771 93039 20
19631 10546 16
43571 86538 13
21841 16902 5
14742 24821 2
89273 33901 1
66098 99351 18
46870 63368 18
73075 57060 5
90975 54302 16
10936 89974 15
14140 83965 3
1319 19567 1
32068 96503 1
62134 72845 13
30226 6193 15
36461 39644 4
53383 24572 11
85775 17721 10
91247 39910 16
53873 54960 1
74458 25245 2
483 87732 11
84792 67166 10
92828 81156 9
79098 28968 12
5431 39600 17
74771 92539 7
86974 98986 10
49894 12774 7
65923 76362 5
48483 85794 14
75054 39739 10
79108 53822 15
27535 90249 10
89141 72216 9
8564 81871 9
78128 38480 20
69085 62934 19
15465 88380 14
20509 92207 2
42643 47164 20
54723 8486 8
70904 84803 2
88994 25027 1
10026 56373 11
45644 87508 15
37183 88097 8
89246 17224 9
70464 89164 11
1528 58784 13
66709 78456 2
53723 97758 20
33496 23543 18
36292 41008 3
61900 7299 2
41481 39414 15
50026 64862 3
14154 54290 7
94693 8565 9
5721 30610 15
18090 69458 16
43738 79259 18
95297 73202 5
4557 78269 16
11622 66915 1
79894 58184 17
9278 31122 2
77675 29862 16
55592 4146 9
42845 59208 19
52794 63838 3
23365 60388 4
19128 63044 10
37134 60890 14
54985 82762 14
63271 52528 19
76785 53429 13
77086 6402 5
84702 35258 18
94525 70636 5
73018 84197 12
13569 53047 12
86348 16786 11
48972 59667 9
33379 66821 17
83544 37585 14
68636 60699 18
50165 44687 15
49969 41406 4
66540 66784 14
79642 57252 10
79364 20617 12
68378 34651 20
46357 80242 3
65939 59069 20
79535 65647 10
95981 86419 1
60264 49251 16
19509 49083 16
66006 98440 20
61815 4373 13
5665 46660 11
27836 25013 15
82034 91822 16
43420 90491 5
71657 32866 13
89873 11781 10
8428 81118 18
91276 92027 2
38270 84696 16
83831 76038 14
96143 7765 3
54107 48309 15
91029 88378 20
65136 61259 10
29962 91537 4
86614 7327 14
86408 56884 18
30762 72230 16
4576 3234 9
22515 70032 2
164 31493 13
47493 73539 16
15039 79775 13
7030 57582 1
30211 60806 6
83515 6120 13
63005 80114 11
98229 10733 11
83569 70399 14
67887 77813 19
76834 31947 12
73482 54367 3
64366 88919 14
46008 23959 18
17474 82070 17
63998 11570 18
74600 2691 9
97604 25453 6
78009 79361 15
92721 98879 9
79518 76616 10
53994 26059 15
51664 29974 5
82768 16271 10
41739 25387 6
94495 56662 3
42209 69113 13
32327 30532 5
75502 66189 13
98351 17250 20
86437 9471 13
5836 2251 4
56190 59889 8
21769 29136 1
44170 50568 10
14990 86053 10
5909 99939 1
92506 96196 4
14134 11637 2
45831 4488 17
9393 13446 1
46201 65505 7
4026 63848 2
32090 77794 2
49489 29050 14
37471 22461 13
26141 11277 10
68981 33786 18
63216 1966 14
40993 83466 11
85900 12558 11
38672 17354 8
2 19898 6
16358 97088 19
96677 64106 3
37125 42570 7
5192 9981 15
26123 38220 2
29406 98754 19
5455 33575 17
43622 81941 5
72730 4558 19
56562 74392 11
85920 39141 15
91395 74165 11
17000 84520 17
24890 15326 8
10918 23816 18
44531 22392 14
28321 32331 1
82246 60628 3
70576 29370 6
97532 72524 20
99626 29960 17
31490 75062 19
88527 91991 18
57359 79922 19
51196 80956 8
11631 99649 19
78916 54259 4
42094 45019 17
81318 41027 18
41829 6619 13
11554 74086 8
98885 39402 4
72492 68249 2
92469 1550 20
54681 10518 19
22943 58061 17
